kanji,level
桂,準1級
畦,準1級
繋,準1級
罫,準1級
荊,準1級
頚,準1級
戟,準1級
訣,準1級
倦,準1級
喧,準1級
捲,準1級
牽,準1級
硯,準1級
鹸,準1級
絃,準1級
諺,準1級
乎,準1級
姑,準1級
狐,準1級
糊,準1級
袴,準1級
胡,準1級
菰,準1級
跨,準1級
鈷,準1級
伍,準1級
吾,準1級
梧,準1級
檎,準1級
瑚,準1級
醐,準1級
鯉,準1級
佼,準1級
倖,準1級
垢,準1級
宏,準1級
巷,準1級
庚,準1級
弘,準1級
昂,準1級
晃,準1級
杭,準1級
浩,準1級
糠,準1級
紘,準1級
肱,準1級
腔,準1級
膏,準1級
砿,準1級
閤,準1級
鴻,準1級
劫,準1級
壕,準1級
濠,準1級
轟,準1級
麹,準1級
鵠,準1級
漉,準1級
甑,準1級
忽,準1級
惚,準1級
狛,準1級
此,準1級
坤,準1級
昏,準1級
梱,準1級
艮,準1級
些,準1級
叉,準1級
嵯,準1級
瑳,準1級
裟,準1級
坐,準1級
哉,準1級
犀,準1級
砦,準1級
冴,準1級
堺,準1級
榊,準1級
肴,準1級
鷺,準1級
朔,準1級
窄,準1級
鮭,準1級
笹,準1級
匙,準1級
薩,準1級
皐,準1級
鯖,準1級
捌,準1級
錆,準1級
鮫,準1級
晒,準1級
撒,準1級
燦,準1級
珊,準1級
纂,準1級
讃,準1級
餐,準1級
仔,準1級
屍,準1級
孜,準1級
斯,準1級
獅,準1級
爾,準1級
痔,準1級
而,準1級
蒔,準1級
汐,準1級
鴫,準1級
竺,準1級
宍,準1級
雫,準1級
悉,準1級
蔀,準1級
篠,準1級
偲,準1級
柴,準1級
屡,準1級
蕊,準1級
縞,準1級
紗,準1級
勺,準1級
杓,準1級
灼,準1級
錫,準1級
惹,準1級
綬,準1級
洲,準1級
繍,準1級
蒐,準1級
輯,準1級
酋,準1級
什,準1級
戎,準1級
夙,準1級
峻,準1級
竣,準1級
舜,準1級
駿,準1級
楯,準1級
淳,準1級
醇,準1級
曙,準1級
渚,準1級
薯,準1級
藷,準1級
恕,準1級
鋤,準1級
哨,準1級
嘗,準1級
妾,準1級
娼,準1級
庄,準1級
廠,準1級
捷,準1級
昌,準1級
梢,準1級
樟,準1級
樵,準1級
湘,準1級
菖,準1級
蒋,準1級
蕉,準1級
裳,準1級
醤,準1級
鉦,準1級
鍾,準1級
鞘,準1級
丞,準1級
擾,準1級
杖,準1級
穣,準1級
埴,準1級
燭,準1級
蝕,準1級
晋,準1級
榛,準1級
疹,準1級
秦,準1級
塵,準1級
壬,準1級
訊,準1級
靭,準1級
笥,準1級
諏,準1級
厨,準1級
逗,準1級
翠,準1級
錐,準1級
錘,準1級
瑞,準1級
嵩,準1級
趨,準1級
雛,準1級
椙,準1級
菅,準1級
頗,準1級
雀,準1級
摺,準1級
棲,準1級
栖,準1級
脆,準1級
蹟,準1級
碩,準1級
蝉,準1級
尖,準1級
撰,準1級
栴,準1級
煽,準1級
穿,準1級
箭,準1級
舛,準1級
賎,準1級
銑,準1級
閃,準1級
糎,準1級
噌,準1級
岨,準1級
曾,準1級
楚,準1級
疏,準1級
蘇,準1級
鼠,準1級
叢,準1級
宋,準1級
匝,準1級
惣,準1級
掻,準1級
槍,準1級
漕,準1級
糟,準1級
綜,準1級
聡,準1級
蒼,準1級
鎗,準1級
其,準1級
揃,準1級
詑,準1級
柁,準1級
舵,準1級
楕,準1級
陀,準1級
騨,準1級
岱,準1級
腿,準1級
苔,準1級
黛,準1級
鯛,準1級
醍,準1級
鷹,準1級
啄,準1級
托,準1級
琢,準1級
鐸,準1級
茸,準1級
凧,準1級
蛸,準1級
只,準1級
叩,準1級
辰,準1級
巽,準1級
竪,準1級
辿,準1級
狸,準1級
鱈,準1級
樽,準1級
坦,準1級
歎,準1級
湛,準1級
箪,準1級
耽,準1級
蛋,準1級
檀,準1級
弛,準1級
智,準1級
蜘,準1級
馳,準1級
筑,準1級
註,準1級
樗,準1級
瀦,準1級
猪,準1級
苧,準1級
凋,準1級
喋,準1級
寵,準1級
帖,準1級
暢,準1級
牒,準1級
脹,準1級
蝶,準1級
諜,準1級
銚,準1級
槌,準1級
鎚,準1級
栂,準1級
掴,準1級
槻,準1級
佃,準1級
柘,準1級
辻,準1級
蔦,準1級
綴,準1級
鍔,準1級
椿,準1級
壷,準1級
嬬,準1級
紬,準1級
吊,準1級
剃,準1級
悌,準1級
挺,準1級
梯,準1級
汀,準1級
碇,準1級
禎,準1級
蹄,準1級
鄭,準1級
釘,準1級
鼎,準1級
擢,準1級
鏑,準1級
轍,準1級
纏,準1級
甜,準1級
顛,準1級
澱,準1級
兎,準1級
堵,準1級
杜,準1級
菟,準1級
鍍,準1級
砥,準1級
砺,準1級
塘,準1級
套,準1級
宕,準1級
嶋,準1級
梼,準1級
淘,準1級
涛,準1級
祷,準1級
董,準1級
蕩,準1級
鐙,準1級
撞,準1級
萄,準1級
鴇,準1級
涜,準1級
禿,準1級
橡,準1級
椴,準1級
鳶,準1級
苫,準1級
寅,準1級
酉,準1級
瀞,準1級
噸,準1級
惇,準1級
敦,準1級
沌,準1級
遁,準1級
呑,準1級
乍,準1級
凪,準1級
薙,準1級
灘,準1級
捺,準1級
楢,準1級
馴,準1級
畷,準1級
楠,準1級
汝,準1級
賑,準1級
廿,準1級
韮,準1級
濡,準1級
禰,準1級
祢,準1級
葱,準1級
撚,準1級
乃,準1級
廼,準1級
之,準1級
埜,準1級
嚢,準1級
膿,準1級
覗,準1級
蚤,準1級
巴,準1級
播,準1級
杷,準1級
琶,準1級
芭,準1級
盃,準1級
牌,準1級
楳,準1級
煤,準1級
狽,準1級
這,準1級
蝿,準1級
秤,準1級
矧,準1級
萩,準1級
柏,準1級
箔,準1級
粕,準1級
曝,準1級
莫,準1級
駁,準1級
函,準1級
硲,準1級
肇,準1級
筈,準1級
幡,準1級
畠,準1級
溌,準1級
醗,準1級
筏,準1級
鳩,準1級
噺,準1級
塙,準1級
蛤,準1級
隼,準1級
叛,準1級
挽,準1級
磐,準1級
蕃,準1級
匪,準1級
庇,準1級
斐,準1級
緋,準1級
誹,準1級
樋,準1級
簸,準1級
枇,準1級
毘,準1級
琵,準1級
柊,準1級
稗,準1級
疋,準1級
髭,準1級
彦,準1級
菱,準1級
弼,準1級
畢,準1級
逼,準1級
桧,準1級
紐,準1級
謬,準1級
彪,準1級
瓢,準1級
豹,準1級
廟,準1級
錨,準1級
鋲,準1級
蒜,準1級
蛭,準1級
鰭,準1級
彬,準1級
斌,準1級
瀕,準1級
埠,準1級
斧,準1級
芙,準1級
撫,準1級
葡,準1級
蕪,準1級
楓,準1級
葺,準1級
蕗,準1級
淵,準1級
弗,準1級
鮒,準1級
吻,準1級
扮,準1級
焚,準1級
糞,準1級
頁,準1級
僻,準1級
碧,準1級
瞥,準1級
箆,準1級
篇,準1級
娩,準1級
鞭,準1級
鋪,準1級
圃,準1級
甫,準1級
輔,準1級
戊,準1級
菩,準1級
呆,準1級
峯,準1級
庖,準1級
捧,準1級
朋,準1級
烹,準1級
萌,準1級
蓬,準1級
鋒,準1級
鳳,準1級
鵬,準1級
鉾,準1級
吠,準1級
卜,準1級
穆,準1級
釦,準1級
殆,準1級
幌,準1級
哩,準1級
槙,準1級
鮪,準1級
柾,準1級
鱒,準1級
亦,準1級
俣,準1級
沫,準1級
迄,準1級
麿,準1級
蔓,準1級
巳,準1級
箕,準1級
湊,準1級
蓑,準1級
稔,準1級
粍,準1級
牟,準1級
鵡,準1級
椋,準1級
姪,準1級
牝,準1級
棉,準1級
緬,準1級
摸,準1級
孟,準1級
蒙,準1級
儲,準1級
杢,準1級
勿,準1級
尤,準1級
籾,準1級
貰,準1級
悶,準1級
匁,準1級
也,準1級
爺,準1級
耶,準1級
靖,準1級
薮,準1級
鑓,準1級
愈,準1級
佑,準1級
宥,準1級
揖,準1級
柚,準1級
涌,準1級
猷,準1級
祐,準1級
邑,準1級
輿,準1級
傭,準1級
楊,準1級
熔,準1級
耀,準1級
蓉,準1級
遥,準1級
慾,準1級
淀,準1級
螺,準1級
莱,準1級
洛,準1級
蘭,準1級
李,準1級
裡,準1級
葎,準1級
掠,準1級
劉,準1級
溜,準1級
琉,準1級
亮,準1級
凌,準1級
梁,準1級
稜,準1級
諒,準1級
遼,準1級
淋,準1級
燐,準1級
琳,準1級
鱗,準1級
麟,準1級
伶,準1級
嶺,準1級
怜,準1級
玲,準1級
苓,準1級
憐,準1級
漣,準1級
煉,準1級
簾,準1級
聯,準1級
蓮,準1級
魯,準1級
櫓,準1級
婁,準1級
牢,準1級
狼,準1級
篭,準1級
聾,準1級
蝋,準1級
禄,準1級
肋,準1級
倭,準1級
歪,準1級
鷲,準1級
亙,準1級
亘,準1級
鰐,準1級
詫,準1級
藁,準1級
蕨,準1級
椀,準1級
碗,準1級
儘,準1級
兔,準1級
凰,準1級
凾,準1級
厰,準1級
咒,準1級
壺,準1級
峩,準1級
崕,準1級
嵳,準1級
廐,準1級
廏,準1級
廚,準1級
攪,準1級
檜,準1級
檮,準1級
橢,準1級
濤,準1級
渕,準1級
溯,準1級
漑,準1級
灌,準1級
潴,準1級
皋,準1級
礦,準1級
礪,準1級
龝,準1級
竈,準1級
篦,準1級
纒,準1級
翆,準1級
聨,準1級
苒,準1級
莵,準1級
萠,準1級
葢,準1級
蘂,準1級
蕋,準1級
藪,準1級
蠣,準1級
蛛,準1級
蠅,準1級
蠏,準1級
諫,準1級
讚,準1級
豎,準1級
賤,準1級
迺,準1級
鉤,準1級
鎔,準1級
靱,準1級
韃,準1級
韭,準1級
頸,準1級
鰺,準1級
鴈,準1級
鴦,準1級
鶯,準1級
鸚,準1級
麒,準1級
麪,準1級
芦,1級
讐,1級
屠,1級
櫨,1級
桝,1級
榔,1級
弌,1級
丐,1級
丕,1級
丱,1級
乂,1級
乖,1級
舒,1級
弍,1級
于,1級
亟,1級
亢,1級
亶,1級
仍,1級
仄,1級
仆,1級
仂,1級
仗,1級
仞,1級
仭,1級
仟,1級
价,1級
伉,1級
佚,1級
估,1級
佝,1級
佗,1級
佇,1級
佶,1級
侈,1級
侏,1級
侘,1級
佻,1級
佩,1級
佰,1級
侑,1級
佯,1級
侖,1級
俔,1級
俟,1級
俎,1級
俘,1級
俛,1級
俑,1級
俚,1級
俐,1級
俤,1級
俥,1級
倚,1級
倨,1級
倔,1級
倪,1級
倥,1級
倅,1級
伜,1級
俶,1級
倡,1級
倩,1級
倬,1級
俾,1級
俯,1級
們,1級
倆,1級
偃,1級
偕,1級
偐,1級
偈,1級
做,1級
偖,1級
偬,1級
偸,1級
傀,1級
傚,1級
傅,1級
傴,1級
僉,1級
僊,1級
僂,1級
僖,1級
僥,1級
僭,1級
僣,1級
僮,1級
僵,1級
儁,1級
儂,1級
儕,1級
儔,1級
儚,1級
儡,1級
儺,1級
儷,1級
儼,1級
儻,1級
兀,1級
兌,1級
兢,1級
兪,1級
冀,1級
冉,1級
冏,1級
冑,1級
冓,1級
冕,1級
冤,1級
冢,1級
冪,1級
冱,1級
冽,1級
凅,1級
凛,1級
几,1級
凩,1級
凭,1級
刋,1級
刔,1級
刎,1級
刪,1級
刮,1級
刳,1級
剏,1級
剄,1級
剋,1級
剌,1級
剞,1級
剔,1級
剪,1級
剴,1級
剳,1級
剿,1級
剽,1級
劈,1級
劬,1級
劭,1級
劼,1級
勁,1級
勍,1級
勗,1級
勣,1級
勦,1級
飭,1級
勠,1級
匆,1級
匈,1級
甸,1級
匍,1級
匐,1級
匏,1級
匕,1級
匚,1級
匣,1級
匯,1級
匱,1級
匳,1級
卅,1級
丗,1級
卉,1級
卍,1級
卮,1級
卻,1級
厖,1級
厥,1級
簒,1級
叟,1級
曼,1級
燮,1級
叮,1級
叨,1級
叭,1級
叺,1級
吁,1級
吽,1級
听,1級
吭,1級
吼,1級
吮,1級
吶,1級
吩,1級
吝,1級
呎,1級
咏,1級
呵,1級
咎,1級
呟,1級
呱,1級
呷,1級
呰,1級
呻,1級
咀,1級
呶,1級
咄,1級
咐,1級
咆,1級
哇,1級
咢,1級
咸,1級
咥,1級
咬,1級
哄,1級
哈,1級
咨,1級
咫,1級
哂,1級
咤,1級
哥,1級
哦,1級
唏,1級
唔,1級
哽,1級
哮,1級
哭,1級
哢,1級
唹,1級
啀,1級
啣,1級
售,1級
啜,1級
啅,1級
啖,1級
啗,1級
唸,1級
唳,1級
喙,1級
喀,1級
喊,1級
喟,1級
啻,1級
啾,1級
喘,1級
喞,1級
啼,1級
喃,1級
喇,1級
喨,1級
嗚,1級
嗟,1級
嗄,1級
嗜,1級
嗤,1級
嗔,1級
嘔,1級
嗷,1級
嘖,1級
嗾,1級
嗽,1級
嘛,1級
噎,1級
嘴,1級
嘶,1級
嘸,1級
噫,1級
噤,1級
嘯,1級
噬,1級
噪,1級
嚆,1級
嚀,1級
嚊,1級
嚠,1級
嚔,1級
嚏,1級
嚥,1級
嚮,1級
嚶,1級
囂,1級
嚼,1級
囁,1級
囃,1級
囀,1級
囈,1級
囓,1級
囮,1級
囹,1級
圀,1級
囿,1級
圄,1級
圉,1級
嗇,1級
圜,1級
圦,1級
坎,1級
圻,1級
址,1級
坏,1級
坩,1級
坡,1級
坿,1級
垓,1級
垠,1級
垤,1級
埃,1級
埆,1級
埒,1級
堊,1級
堋,1級
堙,1級
堝,1級
堡,1級
塋,1級
塒,1級
堽,1級
塹,1級
墅,1級
墟,1級
壅,1級
壑,1級
壙,1級
壜,1級
壟,1級
壼,1級
夐,1級
夥,1級
夬,1級
夭,1級
夲,1級
夸,1級
夾,1級
奕,1級
奐,1級
奎,1級
奚,1級
奘,1級
奢,1級
奠,1級
奸,1級
妁,1級
妝,1級
佞,1級
妣,1級
妲,1級
姆,1級
姨,1級
姜,1級
妍,1級
姙,1級
姚,1級
娥,1級
娟,1級
娑,1級
娜,1級
娉,1級
婀,1級
婬,1級
婉,1級
娵,1級
娶,1級
婢,1級
婪,1級
媚,1級
媼,1級
媾,1級
嫋,1級
嫂,1級
媽,1級
嫣,1級
嫗,1級
嫦,1級
嫩,1級
嫖,1級
嫺,1級
嫻,1級
嬌,1級
嬋,1級
嬖,1級
嬲,1級
嬪,1級
嬶,1級
嬾,1級
孅,1級
孀,1級
孑,1級
孕,1級
孚,1級
孛,1級
孥,1級
孩,1級
孰,1級
孳,1級
孵,1級
孺,1級
宦,1級
宸,1級
寇,1級
寔,1級
寐,1級
寤,1級
寞,1級
寥,1級
寰,1級
尠,1級
尨,1級
尸,1級
尹,1級
屁,1級
屎,1級
屓,1級
屏,1級
孱,1級
屮,1級
屶,1級
屹,1級
岌,1級
岑,1級
岔,1級
岫,1級
峙,1級
峭,1級
峪,1級
崟,1級
崛,1級
崑,1級
崔,1級
崢,1級
崚,1級
崙,1級
崘,1級
嵌,1級
嵒,1級
嵎,1級
嵋,1級
嵬,1級
嶇,1級
嶄,1級
嶂,1級
嶢,1級
嶝,1級
嶬,1級
嶮,1級
嶷,1級
嶼,1級
巉,1級
巍,1級
巓,1級
巒,1級
巫,1級
已,1級
帚,1級
帙,1級
帑,1級
帛,1級
帷,1級
幄,1級
幃,1級
幀,1級
幎,1級
幗,1級
幔,1級
幟,1級
幢,1級
幇,1級
幵,1級
并,1級
幺,1級
麼,1級
庠,1級
廁,1級
廂,1級
廈,1級
廖,1級
廝,1級
廛,1級
廡,1級
廨,1級
廩,1級
廬,1級
廱,1級
廸,1級
彝,1級
彜,1級
弋,1級
弑,1級
弖,1級
弩,1級
弭,1級
弸,1級
彎,1級
弯,1級
彗,1級
彭,1級
彷,1級
徂,1級
彿,1級
徊,1級
很,1級
徇,1級
徙,1級
徘,1級
徨,1級
徭,1級
徼,1級
忖,1級
忻,1級
忤,1級
忸,1級
忱,1級
忝,1級
忿,1級
怡,1級
怙,1級
怩,1級
怎,1級
怱,1級
怛,1級
怕,1級
怫,1級
怦,1級
怏,1級
怺,1級
恚,1級
恁,1級
恪,1級
恟,1級
恊,1級
恍,1級
恃,1級
恤,1級
恂,1級
恬,1級
恫,1級
恙,1級
悁,1級
悍,1級
悃,1級
悚,1級
悄,1級
悛,1級
悖,1級
悒,1級
悧,1級
悋,1級
悸,1級
惓,1級
悴,1級
忰,1級
悽,1級
惆,1級
悵,1級
惘,1級
慍,1級
愕,1級
愆,1級
惶,1級
惷,1級
愀,1級
惴,1級
惺,1級
愃,1級
惻,1級
愍,1級
愎,1級
慇,1級
愾,1級
愨,1級
愧,1級
慊,1級
愿,1級
愬,1級
愴,1級
慂,1級
慳,1級
慷,1級
慙,1級
慚,1級
慫,1級
慴,1級
慥,1級
慟,1級
慝,1級
慓,1級
慵,1級
憖,1級
憔,1級
憚,1級
憊,1級
憑,1級
憫,1級
憮,1級
懌,1級
懊,1級
懈,1級
懃,1級
懆,1級
憺,1級
懋,1級
罹,1級
懍,1級
懦,1級
懣,1級
懶,1級
懺,1級
懴,1級
懿,1級
懽,1級
懼,1級
懾,1級
戈,1級
戉,1級
戍,1級
戌,1級
戔,1級
戛,1級
戞,1級
戡,1級
截,1級
戮,1級
戳,1級
扁,1級
扎,1級
扞,1級
扣,1級
扛,1級
扠,1級
扨,1級
扼,1級
抉,1級
找,1級
抒,1級
抓,1級
抖,1級
抃,1級
抔,1級
拗,1級
拑,1級
抻,1級
拏,1級
拿,1級
拆,1級
拈,1級
拌,1級
拊,1級
拇,1級
抛,1級
挌,1級
拮,1級
拱,1級
挂,1級
挈,1級
拯,1級
拵,1級
捐,1級
捍,1級
捏,1級
掖,1級
掎,1級
掀,1級
掫,1級
捶,1級
掣,1級
掏,1級
掉,1級
掟,1級
捫,1級
捩,1級
掾,1級
揩,1級
揀,1級
揆,1級
揣,1級
揉,1級
揶,1級
揄,1級
搴,1級
搆,1級
搓,1級
搦,1級
搶,1級
搗,1級
搨,1級
搏,1級
摧,1級
摶,1級
摎,1級
撕,1級
撓,1級
撥,1級
撩,1級
撈,1級
撼,1級
擒,1級
擅,1級
撻,1級
擘,1級
擂,1級
擱,1級
擠,1級
擡,1級
抬,1級
擣,1級
擯,1級
攬,1級
擲,1級
擺,1級
攀,1級
擽,1級
攘,1級
攅,1級
攤,1級
攣,1級
攫,1級
畋,1級
敖,1級
敞,1級
敝,1級
敲,1級
斂,1級
斃,1級
斛,1級
斟,1級
斫,1級
旃,1級
旆,1級
旁,1級
旄,1級
旌,1級
旒,1級
旛,1級
旱,1級
杲,1級
昊,1級
昃,1級
旻,1級
杳,1級
昵,1級
昶,1級
昴,1級
昜,1級
晏,1級
晁,1級
晞,1級
晤,1級
晧,1級
晨,1級
晟,1級
晢,1級
晰,1級
暈,1級
暉,1級
暄,1級
暘,1級
暝,1級
曁,1級
暹,1級
暾,1級
曄,1級
曚,1級
曠,1級
昿,1級
曦,1級
曩,1級
曰,1級
曷,1級
朏,1級
朞,1級
朦,1級
朧,1級
霸,1級
朮,1級
朿,1級
朶,1級
朸,1級
杆,1級
杞,1級
杠,1級
杙,1級
杣,1級
枉,1級
杼,1級
杪,1級
枌,1級
枋,1級
枡,1級
枅,1級
枷,1級
柯,1級
枴,1級
柬,1級
枳,1級
柩,1級
枸,1級
柤,1級
柞,1級
柝,1級
柢,1級
柮,1級
枹,1級
柎,1級
栞,1級
框,1級
栩,1級
桀,1級
栲,1級
桎,1級
梳,1級
栫,1級
桙,1級
桷,1級
桿,1級
梟,1級
梏,1級
梭,1級
梔,1級
梛,1級
梃,1級
桴,1級
梵,1級
梠,1級
梺,1級
椏,1級
椁,1級
棊,1級
椈,1級
棘,1級
棍,1級
棕,1級
椶,1級
椒,1級
椄,1級
棗,1級
棣,1級
棹,1級
棠,1級
椚,1級
楹,1級
楸,1級
楫,1級
楔,1級
楾,1級
楮,1級
椹,1級
椽,1級
椰,1級
楡,1級
楞,1級
楝,1級
榁,1級
槐,1級
槁,1級
槓,1級
榾,1級
槎,1級
寨,1級
槊,1級
榻,1級
槃,1級
榧,1級
榑,1級
榜,1級
榕,1級
榴,1級
槨,1級
樛,1級
槿,1級
槹,1級
槲,1級
槧,1級
樅,1級
榱,1級
槭,1級
樔,1級
樊,1級
樒,1級
櫁,1級
橄,1級
橇,1級
橙,1級
橦,1級
橈,1級
樸,1級
檐,1級
檠,1級
檄,1級
檣,1級
檗,1級
蘗,1級
檻,1級
櫃,1級
櫂,1級
檸,1級
檳,1級
檬,1級
櫟,1級
檪,1級
櫚,1級
櫪,1級
欅,1級
蘖,1級
櫺,1級
欒,1級
欖,1級
欸,1級
欷,1級
欹,1級
歇,1級
歃,1級
歉,1級
歙,1級
歔,1級
歛,1級
歟,1級
歿,1級
殀,1級
殄,1級
殃,1級
殍,1級
殞,1級
殤,1級
殪,1級
殫,1級
殯,1級
殲,1級
殱,1級
殷,1級
毋,1級
毟,1級
毬,1級
毫,1級
毳,1級
毯,1級
麾,1級
氈,1級
氓,1級
氛,1級
汞,1級
汕,1級
汪,1級
沂,1級
沍,1級
沚,1級
沁,1級
沛,1級
汨,1級
沐,1級
泄,1級
泓,1級
沽,1級
泗,1級
泅,1級
泝,1級
沮,1級
沱,1級
沾,1級
泛,1級
泯,1級
泪,1級
洟,1級
衍,1級
洶,1級
洫,1級
洽,1級
洸,1級
洵,1級
洒,1級
洌,1級
浣,1級
涓,1級
浚,1級
浹,1級
浙,1級
涎,1級
涕,1級
涅,1級
淹,1級
涵,1級
涸,1級
淆,1級
淬,1級
淌,1級
淒,1級
淅,1級
淙,1級
淤,1級
淪,1級
渭,1級
湮,1級
渙,1級
湲,1級
渾,1級
渣,1級
湫,1級
渫,1級
湍,1級
渟,1級
湃,1級
渺,1級
湎,1級
渝,1級
游,1級
溂,1級
溘,1級
滉,1級
溷,1級
滓,1級
溽,1級
滄,1級
溲,1級
滔,1級
滕,1級
溏,1級
溥,1級
滂,1級
溟,1級
滬,1級
滸,1級
滾,1級
漿,1級
滲,1級
漱,1級
漲,1級
滌,1級
漾,1級
漓,1級
滷,1級
澆,1級
潺,1級
潸,1級
潯,1級
潭,1級
澂,1級
潘,1級
澎,1級
潦,1級
澳,1級
澣,1級
澡,1級
澹,1級
濆,1級
澪,1級
濬,1級
濔,1級
濘,1級
濛,1級
瀉,1級
瀋,1級
濺,1級
瀑,1級
瀁,1級
瀏,1級
濾,1級
瀛,1級
瀚,1級
瀝,1級
瀟,1級
瀰,1級
瀾,1級
瀲,1級
灑,1級
炙,1級
炒,1級
炯,1級
烱,1級
炬,1級
炸,1級
炳,1級
炮,1級
烟,1級
烋,1級
烝,1級
烙,1級
焉,1級
烽,1級
焜,1級
焙,1級
煥,1級
煕,1級
熈,1級
煦,1級
煢,1級
煌,1級
煖,1級
煬,1級
熏,1級
燻,1級
熄,1級
熕,1級
熨,1級
熬,1級
燗,1級
熹,1級
熾,1級
燉,1級
燔,1級
燎,1級
燠,1級
燬,1級
燧,1級
燵,1級
燼,1級
燹,1級
燿,1級
爍,1級
爛,1級
爨,1級
爬,1級
爰,1級
牀,1級
牆,1級
牋,1級
牘,1級
牴,1級
牾,1級
犂,1級
犁,1級
犇,1級
犒,1級
犖,1級
犢,1級
犲,1級
狃,1級
狆,1級
狄,1級
狎,1級
狒,1級
狢,1級
狠,1級
狡,1級
狷,1級
倏,1級
猗,1級
猊,1級
猜,1級
猖,1級
猝,1級
猴,1級
猯,1級
猩,1級
猥,1級
猾,1級
獏,1級
獗,1級
獪,1級
獰,1級
獺,1級
珈,1級
玳,1級
玻,1級
珀,1級
珥,1級
珮,1級
珞,1級
璢,1級
琅,1級
瑯,1級
琥,1級
琲,1級
琺,1級
瑕,1級
瑟,1級
瑙,1級
瑁,1級
瑜,1級
瑩,1級
瑰,1級
瑣,1級
瑪,1級
瑶,1級
瑾,1級
璋,1級
璞,1級
瓊,1級
瓏,1級
瓔,1級
瓠,1級
瓣,1級
瓧,1級
瓩,1級
瓮,1級
瓲,1級
瓰,1級
瓱,1級
瓸,1級
瓷,1級
甄,1級
甃,1級
甅,1級
甌,1級
甎,1級
甍,1級
甕,1級
甓,1級
甦,1級
畛,1級
畚,1級
畤,1級
畭,1級
畸,1級
疆,1級
疇,1級
畴,1級
疔,1級
疚,1級
疝,1級
疥,1級
疣,1級
痂,1級
疳,1級
痃,1級
疵,1級
疽,1級
疸,1級
疼,1級
疱,1級
痍,1級
痊,1級
痒,1級
痙,1級
痣,1級
痞,1級
痾,1級
痿,1級
痼,1級
瘁,1級
痰,1級
痺,1級
痲,1級
痳,1級
瘋,1級
瘉,1級
瘟,1級
瘧,1級
瘠,1級
瘡,1級
瘢,1級
瘤,1級
瘴,1級
瘰,1級
瘻,1級
癇,1級
癈,1級
癆,1級
癜,1級
癘,1級
癢,1級
癨,1級
癩,1級
癪,1級
癧,1級
癬,1級
癰,1級
癲,1級
癸,1級
皎,1級
皖,1級
皓,1級
皙,1級
皚,1級
皰,1級
皴,1級
皸,1級
皹,1級
皺,1級
盂,1級
盍,1級
盒,1級
盞,1級
盥,1級
盧,1級
盪,1級
蘯,1級
盻,1級
眈,1級
眇,1級
眄,1級
眩,1級
眥,1級
眦,1級
眛,1級
眷,1級
眸,1級
睇,1級
睚,1級
睨,1級
睫,1級
睛,1級
睥,1級
睾,1級
睹,1級
瞎,1級
瞋,1級
瞑,1級
瞠,1級
瞞,1級
瞰,1級
瞿,1級
瞼,1級
瞽,1級
瞻,1級
矇,1級
矍,1級
矚,1級
矜,1級
矣,1級
矮,1級
矼,1級
砌,1級
砒,1級
砠,1級
硅,1級
硼,1級
碚,1級
碌,1級
碣,1級
碪,1級
磑,1級
磋,1級
磔,1級
碾,1級
碼,1級
磅,1級
磊,1級
磬,1級
磧,1級
磚,1級
磽,1級
磴,1級
礒,1級
礑,1級
礙,1級
礬,1級
礫,1級
祀,1級
祠,1級
祗,1級
祟,1級
祚,1級
祓,1級
祺,1級
禊,1級
禝,1級
禧,1級
禳,1級
禹,1級
禺,1級
秉,1級
秕,1級
秧,1級
秬,1級
秣,1級
稈,1級
稍,1級
稠,1級
稟,1級
禀,1級
稷,1級
穡,1級
穢,1級
穹,1級
穽,1級
窈,1級
窕,1級
窘,1級
窖,1級
窩,1級
窶,1級
竅,1級
竄,1級
窿,1級
邃,1級
竇,1級
竍,1級
竏,1級
竕,1級
竓,1級
站,1級
竚,1級
竡,1級
竢,1級
竦,1級
竭,1級
竰,1級
笏,1級
笊,1級
笆,1級
笳,1級
笘,1級
笙,1級
笞,1級
笵,1級
笨,1級
筐,1級
筺,1級
笄,1級
筍,1級
笋,1級
筌,1級
筅,1級
筵,1級
筥,1級
筴,1級
筧,1級
筰,1級
筱,1級
筬,1級
筮,1級
箝,1級
箘,1級
箍,1級
箜,1級
箚,1級
箒,1級
箏,1級
筝,1級
箙,1級
篋,1級
篁,1級
篌,1級
箴,1級
篆,1級
篝,1級
篩,1級
簑,1級
簔,1級
篥,1級
簀,1級
簇,1級
簓,1級
篳,1級
篷,1級
簗,1級
簍,1級
簣,1級
簧,1級
簪,1級
簟,1級
簷,1級
簫,1級
簽,1級
籌,1級
籃,1級
籔,1級
籀,1級
籐,1級
籟,1級
籤,1級
籖,1級
籥,1級
籬,1級
籵,1級
粃,1級
粤,1級
粢,1級
粨,1級
粳,1級
粲,1級
粱,1級
粽,1級
糀,1級
糅,1級
糂,1級
糒,1級
糜,1級
鬻,1級
糯,1級
糲,1級
糴,1級
糶,1級
糺,1級
紆,1級
紂,1級
紜,1級
紕,1級
紊,1級
絅,1級
紮,1級
紲,1級
紿,1級
紵,1級
絆,1級
絳,1級
絖,1級
絎,1級
絨,1級
絮,1級
絏,1級
絣,1級
綉,1級
絛,1級
綏,1級
絽,1級
綛,1級
綺,1級
綮,1級
綣,1級
綵,1級
緇,1級
綽,1級
綫,1級
綢,1級
綯,1級
綸,1級
綟,1級
綰,1級
緘,1級
緝,1級
緤,1級
