level,kanji,readings,meanings
N1,履,リ | は.く,perform | complete | footgear | shoes | boots | put on (the feet)
N1,氏,シ | うじ | ~うじ,family name | surname | clan
N1,鶴,カク | つる,crane | stork
N1,孟,モウ | ボウ | ミョウ | かしら,chief | beginning
N1,桜,オウ | ヨウ | さくら,cherry
N1,畝,ボウ | ホ | モ | ム | せ | うね,furrow | thirty tsubo | ridge | rib
N1,匁,もんめ | め,monme | 3.75 grams | (kokuji)
N1,宏,コウ | ひろ.い,wide | large
N1,施,シ | セ | ほどこ.す,give | bestow | perform | alms
N1,炉,ロ | いろり,hearth | furnace | kiln | reactor
N1,偲,サイ | シ | しの.ぶ,recollect | remember
N1,暉,キ | かが.やく,shine | light
N1,偽,ギ | カ | いつわ.る | にせ | いつわ.り,falsehood | lie | deceive | pretend | counterfeit | forgery
N1,俳,ハイ,haiku | actor
N1,賄,ワイ | まかな.う,bribe | board | supply | finance
N1,剣,ケン | つるぎ,sabre | sword | blade | clock hand
N1,塑,ソ | でく,model | molding
N1,践,セン | ふ.む,tread | step on | trample | practice | carry through
N1,視,シ | み.る,inspection | regard as | see | look at
N1,締,テイ | し.まる | し.まり | し.める | ~し.め | ~じ.め,tighten | tie | shut | lock | fasten
N1,悔,カイ | く.いる | く.やむ | くや.しい,repent | regret
N1,義,ギ,righteousness | justice | morality | honor | loyalty | meaning
N1,窯,ヨウ | かま,kiln | oven | furnace
N1,功,コウ | ク | いさお,achievement | merits | success | honor | credit
N1,踏,トウ | ふ.む | ふ.まえる,step | trample | carry through | appraise | evade payment
N1,扱,ソウ | キュウ | あつか.い | あつか.う | あつか.る | こ.く,handle | entertain | thresh | strip
N1,威,イ | おど.す | おど.し | おど.かす,intimidate | dignity | majesty | menace | threaten
N1,麿,まろ,I | you | (kokuji)
N1,芙,フ,lotus | Mt Fuji
N1,器,キ | うつわ,utensil | vessel | receptacle | implement | instrument | ability | container | tool | set
N1,井,セイ | ショウ | い,well | well crib | town | community
N1,卑,ヒ | いや.しい | いや.しむ | いや.しめる,lowly | base | vile | vulgar
N1,克,コク | か.つ,overcome | kindly | skillfully
N1,慰,イ | なぐさ.める | なぐさ.む,consolation | amusement | seduce | cheer | make sport of | comfort | console
N1,監,カン,oversee | official | govt office | rule | administer
N1,茉,マツ | バツ | マ,jasmine
N1,司,シ | つかさど.る,director | official | govt office | rule | administer
N1,殊,シュ | こと,particularly | especially | exceptionally
N1,閣,カク,tower | tall building | palace
N1,伊,イ | かれ,Italy | that one
N1,酌,シャク | く.む,bar-tending | serving sake | the host | draw (water) | ladle | scoop | pump
N1,鎌,レン | ケン | かま,sickle | scythe | trick
N1,匠,ショウ | たくみ,artisan | workman | carpenter
N1,郭,カク | くるわ,enclosure | quarters | fortification | red-light district
N1,喝,カツ,hoarse | scold
N1,碩,セキ | おお.きい,large | great | eminent
N1,洸,コウ,sparkling water
N1,稔,ネン | ジン | ニン | みの.る | みのり,harvest | ripen
N1,虞,グ | おそれ | おもんぱか.る | はか.る | うれ.える | あざむ.く | あやま.る | のぞ.む | たの.しむ,fear | uneasiness | anxiety | concern | expectation | consideration
N1,謀,ボウ | ム | はか.る | たばか.る | はかりごと,conspire | cheat | impose on | plan | devise | scheme | have in mind | deceive
N1,勲,クン | いさお,meritorious deed | merit
N1,郁,イク,cultural progress | perfume
N1,拳,ケン | ゲン | こぶし,fist
N1,冠,カン | かんむり,crown | best | peerless
N1,刈,ガイ | カイ | か.る,reap | cut | clip | trim | prune
N1,茄,カ,eggplant
N1,詔,ショウ | みことのり,imperial edict
N1,堪,カン | タン | た.える | たま.る | こら.える | こた.える,withstand | endure | support | resist
N1,繰,ソウ | く.る,winding | reel | spin | turn (pages) | look up | refer to
N1,彫,チョウ | ほ.る | ~ぼ.り,carve | engrave | chisel
N1,郷,キョウ | ゴウ | さと,home town | village | native place | district
N1,濫,ラン | みだ.りに | みだ.りがましい,excessive | overflow | spread out
N1,襲,シュウ | おそ.う | かさ.ね,attack | advance on | succeed to | pile | heap
N1,奇,キ | く.しき | あや.しい | くし | めずら.しい,strange | strangeness | curiosity
N1,尉,イ | ジョウ,military officer | jailer | old man | rank
N1,姫,キ | ひめ | ひめ~,princess
N1,祉,シ,welfare | happiness
N1,駄,ダ | タ,burdensome | pack horse | horse load | send by horse | trivial | worthless
N1,陰,イン | かげ | かげ.る,shade | yin | negative | sex organs | secret | shadow
N1,蚊,ブン | か,mosquito
N1,亦,エキ | ヤク | また,also | again
N1,爾,ジ | ニ | なんじ | しかり | その | のみ | おれ | しか,you | thou | second person
N1,災,サイ | わざわ.い,disaster | calamity | woe | curse | evil
N1,聴,チョウ | テイ | き.く | ゆる.す,listen | headstrong | naughty | careful inquiry
N1,醜,シュウ | みにく.い | しこ,ugly | unclean | shame | bad looking
N1,秀,シュウ | ひい.でる,excel | excellence | beauty | surpass
N1,暇,カ | ひま | いとま,spare time | rest | leisure | time | leave of absence
N1,玄,ゲン | くろ | くろ.い,mysterious | occultness | black | deep | profound
N1,康,コウ,ease | peace
N1,佳,カ,excellent | beautiful | good | pleasing | skilled
N1,整,セイ | ととの.える | ととの.う,organize | arranging | tune | tone | meter | key (music)
N1,充,ジュウ | あ.てる | み.たす,allot | fill
N1,宥,ユウ | なだ.める | ゆる.す,soothe | calm | pacify
N1,藤,トウ | ドウ | ふじ,wisteria
N1,蛇,ジャ | ダ | イ | ヤ | へび,snake | serpent | hard drinker
N1,磯,キ | いそ,seashore | beach
N1,慈,ジ | いつく.しむ,mercy
N1,侮,ブ | あなど.る | あなず.る,scorn | despise | make light of | contempt
N1,黛,タイ | まゆずみ,blackened eyebrows
N1,亜,ア | つ.ぐ,Asia | rank next | come after | -ous
N1,忍,ニン | しの.ぶ | しの.ばせる,endure | bear | put up with | conceal | secrete | spy | sneak
N1,欣,キン | ゴン | コン | よろこ.ぶ | よろこ.び,take pleasure in | rejoice
N1,梅,バイ | うめ,plum
N1,扶,フ | たす.ける,aid | help | assist
N1,恭,キョウ | うやうや.しい,respect | reverent
N1,滑,カツ | コツ | すべ.る | なめ.らか,slippery | slide | slip | flunk
N1,佐,サ,assistant | help
N1,紋,モン,family crest | figures
N1,毬,キュウ | いが | まり,burr | ball
N1,猛,モウ,fierce | rave | rush | become furious | wildness | strength
N1,津,シン | つ,haven | port | harbor | ferry
N1,磁,ジ,magnet | porcelain
N1,伎,ギ | キ | わざ | わざおぎ,deed | skill
N1,侍,ジ | シ | さむらい | はべ.る,waiter | samurai | wait upon | serve
N1,懲,チョウ | こ.りる | こ.らす | こ.らしめる,penal | chastise | punish | discipline
N1,銃,ジュウ | つつ,gun | arms
N1,街,ガイ | カイ | まち,boulevard | street | town
N1,遷,セン | うつ.る | うつ.す | みやこがえ,transition | move | change
N1,晨,シン | あした | とき | あさ,morning | early
N1,却,キャク | かえ.って | しりぞ.く | しりぞ.ける,instead | on the contrary | rather | step back | withdraw | retreat
N1,彬,ヒン | フン | うるわ.しい | あき.らか,refined | gentle
N1,魅,ミ,fascination | charm | bewitch
N1,覇,ハ | ハク | はたがしら,hegemony | supremacy | leadership | champion
N1,逝,セイ | ゆ.く | い.く,departed | die
N1,垂,スイ | た.れる | た.らす | た.れ | ~た.れ | なんなんと.す,droop | suspend | hang | slouch
N1,提,テイ | チョウ | ダイ | さ.げる,propose | take along | carry in hand
N1,只,シ | ただ,only | free | in addition
N1,巣,ソウ | す | す.くう,nest | rookery | hive | cobweb | den
N1,脚,キャク | キャ | カク | あし,skids | leg | undercarriage | lower part | base
N1,宣,セン | のたま.う,proclaim | say | announce
N1,耀,ヨウ | かがや.く | ひかり,shine | sparkle | gleam | twinkle
N1,窒,チツ,plug up | obstruct
N1,隼,シュン | ジュン | はやぶさ,falcon
N1,弘,コウ | グ | ひろ.い,vast | broad | wide
N1,枠,わく,frame | framework | spindle | spool | bounding-box | (kokuji)
N1,眸,ボウ | ム | ひとみ,pupil of the eye
N1,晃,コウ | あきらか,clear
N1,耐,タイ | た.える,-proof | enduring
N1,薪,シン | たきぎ | まき,fuel | firewood | kindling
N1,郡,グン | こおり,county | district
N1,抗,コウ | あらが.う,confront | resist | defy | oppose
N1,騎,キ,equestrian | riding on horses | counter for equestrians
N1,択,タク | えら.ぶ,choose | select | elect | prefer
N1,蕉,ショウ,banana | plantain
N1,惑,ワク | まど.う,beguile | delusion | perplexity
N1,嫁,カ | よめ | とつ.ぐ | い.く | ゆ.く,marry into | bride
N1,討,トウ | う.つ,chastise | attack | defeat | destroy | conquer
N1,遺,イ | ユイ | のこ.す,bequeath | leave behind | reserve
N1,彦,ゲン | ひこ,lad | boy (ancient)
N1,抄,ショウ,extract | selection | summary | copy | spread thin
N1,敵,テキ | かたき | あだ | かな.う,enemy | foe | opponent
N1,価,カ | ケ | あたい,value | price
N1,尺,シャク,shaku | Japanese foot | measure | scale | rule
N1,輝,キ | かがや.く,radiance | shine | sparkle | gleam | twinkle
N1,誼,ギ | よしみ | よい,friendship | intimacy
N1,儒,ジュ,Confucian
N1,獄,ゴク,prison | jail
N1,茂,モ | しげ.る,overgrown | grow thick | be luxuriant
N1,径,ケイ | みち | こみち | さしわたし | ただちに,diameter | path | method
N1,瑚,コ | ゴ,ancestral offering receptacle | coral
N1,圏,ケン | かこ.い,sphere | circle | radius | range
N1,堀,クツ | ほり,ditch | moat | canal
N1,琢,タク | みが.く,polish
N1,鎮,チン | しず.める | しず.まる | おさえ,tranquilize | ancient peace-preservation centers
N1,措,ソ | お.く,set aside | give up | suspend | discontinue | lay aside | except
N1,稿,コウ | わら | したがき,draft | copy | manuscript | straw
N1,霧,ム | ボウ | ブ | きり,fog | mist
N1,怪,カイ | ケ | あや.しい | あや.しむ,suspicious | mystery | apparition
N1,鯨,ゲイ | くじら,whale
N1,頒,ハン | わか.つ,distribute | disseminate | partition | understand
N1,駒,ク | こま,pony | horse | colt
N1,伴,ハン | バン | ともな.う,consort | accompany | bring with | companion
N1,標,ヒョウ | しるべ | しるし,signpost | seal | mark | stamp | imprint | symbol | emblem | trademark | evidence | souvenir | target
N1,縛,バク | しば.る,truss | arrest | bind | tie | restrain
N1,猶,ユウ | ユ | なお,furthermore | still | yet
N1,尾,ビ | お,tail | end | counter for fish | lower slope of mountain
N1,貞,テイ | さだ,upright | chastity | constancy | righteousness
N1,酷,コク | ひど.い,cruel | severe | atrocious | unjust
N1,舎,シャ | セキ | やど.る,cottage | inn | hut | house | mansion
N1,殖,ショク | ふ.える | ふ.やす,augment | increase | multiply | raise
N1,棺,カン,coffin | casket
N1,喬,キョウ | たか.い,high | boasting
N1,幕,マク | バク | とばり,curtain | bunting | act of play
N1,慶,ケイ | よろこ.び,jubilation | congratulate | rejoice | be happy
N1,宰,サイ,superintend | manager | rule
N1,糾,キュウ | ただ.す,twist | ask | investigate | verify
N1,巡,ジュン | めぐ.る | めぐ.り,patrol | go around | circumference
N1,尼,ニ | あま,nun
N1,影,エイ | かげ,shadow | silhouette | phantom
N1,雅,ガ | みや.び,gracious | elegant | graceful | refined
N1,欽,キン | コン | つつし.む,respect | revere | long for
N1,帥,スイ,commander | leading troops | governor
N1,陪,バイ,obeisance | follow | accompany | attend on
N1,豪,ゴウ | えら.い,overpowering | great | powerful | excelling | Australia
N1,誕,タン,nativity | be born | declension | lie | be arbitrary
N1,昂,コウ | ゴウ | あ.がる | たか.い | たか.ぶる,rise
N1,隔,カク | へだ.てる | へだ.たる,isolate | alternate | distance | separate | gulf
N1,祐,ユウ | ウ | たす.ける,help
N1,丁,チョウ | テイ | チン | トウ | チ | ひのと,"street | ward | town | counter for guns, tools, leaves or cakes of something | even number | 4th calendar sign"
N1,錘,スイ | つむ | おもり,weight | plumb bob | sinker | spindle
N1,還,カン | かえ.る,send back | return
N1,滅,メツ | ほろ.びる | ほろ.ぶ | ほろ.ぼす,destroy | ruin | overthrow | perish
N1,挑,チョウ | いど.む,challenge | contend for | make love to
N1,闘,トウ | たたか.う | あらそ.う,fight | war
N1,隆,リュウ,hump | high | noble | prosperity
N1,酔,スイ | よ.う | よ.い | よ,drunk | feel sick | poisoned | elated | spellbound
N1,結,ケツ | ケチ | むす.ぶ | ゆ.う | ゆ.わえる,tie | bind | contract | join | organize | do up hair | fasten
N1,堤,テイ | つつみ,dike | bank | embankment
N1,硝,ショウ,nitrate | saltpeter
N1,誘,ユウ | さそ.う | いざな.う,entice | lead | tempt | invite | ask | call for | seduce | allure
N1,宗,シュウ | ソウ | むね,religion | sect | denomination | main point | origin | essence
N1,徐,ジョ | おもむ.ろに,gradually | slowly | deliberately | gently
N1,睦,ボク | モク | むつ.まじい | むつ.む | むつ.ぶ,intimate | friendly | harmonious
N1,糧,リョウ | ロウ | かて,provisions | food | bread
N1,祥,ショウ | さいわ.い | きざ.し | よ.い | つまび.らか,auspicious | happiness | blessedness | good omen | good fortune
N1,顕,ケン | あきらか | あらわ.れる,appear | existing
N1,汰,タ | タイ | おご.る | にご.る | よな.げる,washing | sieving | filtering | weeding out | luxury
N1,閲,エツ | けみ.する,review | inspection | revision
N1,窃,セツ | ぬす.む | ひそ.か,stealth | steal | secret | private | hushed
N1,眺,チョウ | なが.める,stare | watch | look at | see | scrutinize
N1,継,ケイ | つ.ぐ | まま~,inherit | succeed | continue | patch | graft (tree)
N1,李,リ | すもも,plum
N1,甫,ホ | フ | はじ.めて,for the first time | not until
N1,廊,ロウ,corridor | hall | tower
N1,飼,シ | か.う,domesticate | raise | keep | feed
N1,伽,カ | ガ | キャ | ギャ | とぎ,nursing | attending | entertainer
N1,嶺,レイ | リョウ | みね,peak | summit
N1,兼,ケン | か.ねる | ~か.ねる,concurrently | and | beforehand | in advance
N1,拍,ハク | ヒョウ,clap | beat (music)
N1,坪,ヘイ | つぼ,two-mat area | approx. thirty-six sq ft
N1,雄,ユウ | お~ | おす | おん,masculine | male | hero | leader | superiority | excellence
N1,赳,キュウ,strong and brave
N1,陣,ジン,camp | battle array | ranks | position | sudden | brief time
N1,乃,ナイ | ダイ | ノ | アイ | の | すなわ.ち | なんじ,from | possessive particle | whereupon | accordingly
N1,嚇,カク | おど.す,menacing | dignity | majesty | threaten
N1,訟,ショウ,sue | accuse
N1,槙,テン | シン | まき | こずえ,twig | ornamental evergreen
N1,惇,シュン | ジュン | トン | あつ.い,sincere | kind | considerate
N1,括,カツ | くく.る,fasten | tie up | arrest | constrict
N1,但,タン | ただ.し,however | but
N1,呈,テイ,display | offer | present | send | exhibit
N1,避,ヒ | さ.ける | よ.ける,evade | avoid | avert | ward off | shirk | shun
N1,玖,キュウ | ク,beautiful black jewel | nine
N1,爵,シャク,baron | peerage | court rank
N1,絞,コウ | しぼ.る | し.める | し.まる,strangle | constrict | wring
N1,奏,ソウ | かな.でる,play music | speak to a ruler | complete
N1,稲,トウ | テ | いね | いな~,rice plant
N1,盾,ジュン | たて,shield | escutcheon | pretext
N1,悦,エツ | よろこ.ぶ | よろこ.ばす,ecstasy | joy | rapture
N1,罰,バツ | バチ | ハツ | ばっ.する,penalty | punishment
N1,控,コウ | ひか.える | ひか.え,withdraw | draw in | hold back | refrain from | be moderate
N1,契,ケイ | ちぎ.る,pledge | promise | vow
N1,亨,コウ | キョウ | ホウ | とお.る,pass through | go smoothly
N1,瑳,サ | みが.く,polish | brilliant white luster of a gem | artful smile
N1,保,ホ | ホウ | たも.つ,protect | guarantee | keep | preserve | sustain | support
N1,禅,ゼン | セン | しずか | ゆず.る,Zen | silent meditation
N1,漱,ソウ | シュウ | ス | くちすす.ぐ | くちそそ.ぐ | うがい | すす.ぐ,gargle | rinse mouth
N1,賓,ヒン,V.I.P. | guest
N1,遇,グウ | あ.う,meet | encounter | interview | treat | entertain | receive | deal with
N1,唇,シン | くちびる,lips
N1,閥,バツ,clique | lineage | pedigree | faction | clan
N1,酢,サク | す,vinegar | sour | acid | tart
N1,桂,ケイ | かつら,Japanese Judas-tree | cinnamon tree
N1,翁,オウ | おきな,venerable old man
N1,恩,オン,grace | kindness | goodness | favor | mercy | blessing | benefit
N1,蕗,ロ | ル | ふき,butterbur | bog rhubarb
N1,又,ユウ | また | また~ | また.の~,or again | furthermore | on the other hand
N1,弔,チョウ | とむら.う | とぶら.う,condolences | mourning | funeral
N1,秩,チツ,regularity | salary | order
N1,隷,レイ | したが.う | しもべ,slave | servant | prisoner | criminal | follower
N1,丹,タン | に,rust-colored | red | red lead | pills | sincerity
N1,詩,シ | うた,poem | poetry
N1,倫,リン,ethics | companion
N1,宙,チュウ,mid-air | air | space | sky | memorization | interval of time
N1,猟,リョウ | かり | か.る,game-hunting | shooting | game | bag
N1,揚,ヨウ | あ.げる | ~あ.げ | あ.がる,raise | elevate | hoist | praise | extol | fry in deep fat
N1,飢,キ | う.える,hungry | starve
N1,啄,タク | ツク | トク | ついば.む | つつ.く,peck | pick up
N1,煩,ハン | ボン | わずら.う | わずら.わす | うるさ.がる | うるさ.い,anxiety | trouble | worry | pain | ill | annoy | nuisance | irksome
N1,轄,カツ | くさび,control | wedge
N1,及,キュウ | およ.ぶ | およ.び | および | およ.ぼす,reach out | exert | exercise | cause
N1,擦,サツ | す.る | す.れる | ~ず.れ | こす.る | こす.れる,grate | rub | scratch | scrape | chafe | scour
N1,鍛,タン | きた.える,forge | discipline | train
N1,縫,ホウ | ぬ.う,sew | stitch | embroider
N1,姻,イン,matrimony | marry
N1,熟,ジュク | う.れる,mellow | ripen | mature | acquire skill
N1,志,シ | シリング | こころざ.す | こころざし,intention | plan | resolve | aspire | motive | hopes | shilling
N1,葬,ソウ | ほうむ.る,interment | bury | shelve
N1,派,ハ,faction | group | party | clique | sect | school
N1,彩,サイ | いろど.る,coloring | paint | makeup
N1,朱,シュ | あけ,vermilion | cinnabar | scarlet | red | bloody
N1,製,セイ,made in... | manufacture
N1,緩,カン | ゆる.い | ゆる.やか | ゆる.む | ゆる.める,slacken | loosen | relax | lessen | be moderate | ease
N1,展,テン,unfold | expand
N1,弊,ヘイ,abuse | evil | vice | breakage
N1,倖,コウ | しあわ.せ | さいわ.い,happiness | luck
N1,琴,キン | こと,harp | koto
N1,尋,ジン | たず.ねる | ひろ,inquire | fathom | look for
N1,渦,カ | うず,whirlpool | eddy | vortex
N1,楼,ロウ | たかどの,watchtower | lookout | high building
N1,源,ゲン | みなもと,source | origin
N1,圭,ケイ | ケ,square jewel | corner | angle | edge
N1,麗,レイ | うるわ.しい | うら.らか,lovely | beautiful | graceful | resplendent
N1,錦,キン | にしき,brocade | fine dress | honors
N1,嬢,ジョウ | むすめ,lass | girl | Miss | daughter
N1,晶,ショウ,sparkle | clear | crystal
N1,綺,キ | あや,figured cloth | beautiful
N1,巳,シ | み,sign of the snake or serpent | 9-11AM | sixth sign of Chinese zodiac
N1,壇,ダン | タン,podium | stage | rostrum | terrace
N1,驚,キョウ | おどろ.く | おどろ.かす,wonder | be surprised | frightened | amazed
N1,庸,ヨウ,commonplace | ordinary | employment
N1,愚,グ | おろ.か,foolish | folly | absurdity | stupid
N1,魂,コン | たましい | たま,soul | spirit
N1,如,ジョ | ニョ | ごと.し,likeness | like | such as | as if | better | best | equal
N1,距,キョ | へだ.たる | けづめ,long-distance | spur | fetlock
N1,蒔,シ | ジ | う.える | ま.く,sow (seeds)
N1,竜,リュウ | リョウ | ロウ | たつ | いせ,dragon | imperial
N1,侃,カン | つよ.い,strong | just | righteous | peace-loving
N1,覆,フク | おお.う | くつがえ.す | くつがえ.る,capsize | cover | shade | mantle | be ruined
N1,蒼,ソウ | あお.い,blue | pale
N1,伏,フク | ふ.せる | ふ.す,prostrated | bend down | bow | cover | lay (pipes)
N1,桑,ソウ | くわ,mulberry
N1,衝,ショウ | つ.く,collide | brunt | highway | opposition (astronomy) | thrust | pierce | stab | prick
N1,允,イン | じょう | まこと.に | ゆるす,license | sincerity | permit
N1,寸,スン,measurement | tenth of a shaku | a little | small
N1,赴,フ | おもむ.く,proceed | get | become | tend
N1,随,ズイ | まにま.に | したが.う,follow | though | notwithstanding | while | during | both | all | obey | submit to | comply | at the mercy of (the waves)
N1,捷,ショウ | ソウ | はや.い,victory | fast
N1,乏,ボウ | とぼ.しい | とも.しい,destitution | scarce | limited
N1,剖,ボウ,divide
N1,屈,クツ | かが.む | かが.める,yield | bend | flinch | submit
N1,悌,テイ | ダイ,serving our elders
N1,崇,スウ | あが.める,adore | respect | revere | worship
N1,獣,ジュウ | けもの | けだもの,animal | beast
N1,浩,コウ | おおき.い | ひろ.い,wide expanse | abundance | vigorous
N1,謹,キン | つつし.む,discreet | reverently | humbly
N1,褐,カツ,brown | woollen kimono
N1,誓,セイ | ちか.う,vow | swear | pledge
N1,癒,ユ | い.える | いや.す | い.やす,healing | cure | quench (thirst) | wreak
N1,頑,ガン | かたく,stubborn | foolish | firmly
N1,憩,ケイ | いこ.い | いこ.う,recess | rest | relax | repose
N1,罷,ヒ | まか.り~ | や.める,quit | stop | leave | withdraw | go
N1,慎,シン | つつし.む | つつ.ましい | つつし | つつし.み,humility | be careful | discreet | prudent
N1,幽,ユウ | ふか.い | かす.か | くら.い | しろ.い,seclude | confine to a room | deep | profound | secluded | faint | dark | tranquil | calm
N1,離,リ | はな.れる | はな.す,detach | separation | disjoin | digress
N1,簿,ボ,register | record book
N1,旨,シ | むね | うま.い,delicious | relish | show a liking for | purport | will | clever | expert
N1,紘,コウ | おおづな | つな | つなぐ,large
N1,隊,タイ,regiment | party | company | squad
N1,率,ソツ | リツ | シュツ | ひき.いる,ratio | rate | proportion | % | factor | lead | spearhead | command
N1,紫,シ | むらさき,purple | violet
N1,綱,コウ | つな,hawser | class (genus) | rope | cord | cable
N1,梧,ゴ | あおぎり,Chinese parasol tree | phoenix tree
N1,膨,ボウ | ふく.らむ | ふく.れる,swell | get fat | thick
N1,醸,ジョウ | かも.す,brew | cause
N1,旬,ジュン | シュン,decameron | ten-day period | season (for specific products)
N1,劣,レツ | おと.る,inferiority | be inferior to | be worse
N1,戒,カイ | いまし.める,commandment
N1,属,ゾク | ショク | さかん | つく | やから,belong | genus | subordinate official | affiliated
N1,炎,エン | ほのお,inflammation | flame | blaze
N1,柚,ユ | ユウ | ジク | ゆず,citron
N1,穂,スイ | ほ,ear | ear (grain) | head | crest (wave)
N1,疫,エキ | ヤク,epidemic
N1,掲,ケイ | かか.げる,put up (a notice) | put up | hoist | display | hang out | publish | describe
N1,妥,ダ,gentle | peace | depravity
N1,椿,チン | チュン | つばき,camellia
N1,衷,チュウ,inmost | heart | mind | inside
N1,凡,ボン | ハン | およ.そ | おうよ.そ | すべ.て,commonplace | ordinary | mediocre
N1,芳,ホウ | かんば.しい,perfume | balmy | favorable | fragrant
N1,懇,コン | ねんご.ろ,sociable | kind | courteous | hospitable | cordial
N1,牲,セイ,animal sacrifice | offering
N1,狩,シュ | か.る | か.り | ~が.り,hunt | raid | gather
N1,汁,ジュウ | しる | ~しる | つゆ,soup | juice | broth | sap | gravy | pus
N1,靖,セイ | ジョウ | やす.んじる,peaceful
N1,肝,カン | きも,liver | pluck | nerve | chutzpah
N1,症,ショウ,symptoms | illness
N1,澪,レイ | みお,water route | shipping channel
N1,燦,サン | さん.たる | あき.らか | きらめ.く | きら.めく,brilliant
N1,吉,キチ | キツ | よし,good luck | joy | congratulations
N1,佑,ユウ | ウ | たす.ける,help | assist
N1,柾,まさ | まさめ | まさき,straight grain | spindle tree | (kokuji)
N1,菖,ショウ,iris
N1,昭,ショウ,shining | bright
N1,慕,ボ | した.う,pining | yearn for | love dearly | adore
N1,条,ジョウ | チョウ | デキ | えだ | すじ,article | clause | item | stripe | streak
N1,潔,ケツ | いさぎよ.い,undefiled | pure | clean | righteous | gallant
N1,惰,ダ,lazy | laziness
N1,巴,ハ | ともえ | うずまき,comma-design
N1,陥,カン | おちい.る | おとしい.れる,collapse | fall into | cave in | fall (castle) | slide into
N1,鮮,セン | あざ.やか,fresh | vivid | clear | brilliant | Korea
N1,渓,ケイ | たに | たにがわ,mountain stream | valley
N1,瑛,エイ,sparkle of jewelry | crystal
N1,削,サク | けず.る | はつ.る | そ.ぐ,plane | sharpen | whittle | pare | shave
N1,覧,ラン | み.る,perusal | see
N1,媒,バイ | なこうど,mediator | go-between
N1,厄,ヤク,unlucky | misfortune | bad luck | disaster
N1,朽,キュウ | く.ちる,decay | rot | remain in seclusion
N1,昴,コウ | ボウ | すばる,the Pleiades
N1,鮎,デン | ネン | あゆ | なまず,freshwater trout | smelt
N1,岬,コウ | みさき,headland | cape | spit | promontory
N1,抽,チュウ | ひき~,pluck | pull | extract | excel
N1,栽,サイ,plantation | planting
N1,憶,オク,recollection | think | remember
N1,譲,ジョウ | ゆず.る,defer | turnover | transfer | convey
N1,秦,シン | はた,Manchu dynasty | name given to naturalized foreigners
N1,遍,ヘン | あまね.く,everywhere | times | widely | generally
N1,鶏,ケイ | にわとり | とり,chicken
N1,劾,ガイ,censure | criminal investigation
N1,袈,ケ | カ,a coarse camlet
N1,瀬,ライ | せ,rapids | current | torrent | shallows | shoal
N1,虐,ギャク | しいた.げる,tyrannize | oppress
N1,鬼,キ | おに | おに~,ghost | devil
N1,軸,ジク,axis | pivot | stem | stalk | counter for book scrolls
N1,遼,リョウ,distant
N1,蛮,バン | えびす,barbarian
N1,縄,ジョウ | なわ | ただ.す,straw rope | cord
N1,卓,タク,eminent | table | desk | high
N1,鉛,エン | なまり,lead
N1,請,セイ | シン | ショウ | こ.う | う.ける,solicit | invite | ask
N1,晋,シン | すす.む,advance
N1,綸,リン | カン | いと,thread | silk cloth
N1,娯,ゴ,recreation | pleasure
N1,暑,ショ | あつ.い,sultry | hot | summer heat
N1,憤,フン | いきどお.る,aroused | resent | be indignant | anger
N1,鋼,コウ | はがね,steel
N1,搭,トウ,board | load (a vehicle) | ride
N1,綾,リン | あや,design | figured cloth | twill
N1,偏,ヘン | かたよ.る,partial | side | left-side radical | inclining | biased
N1,陳,チン | ひ.ねる,exhibit | state | relate | explain
N1,滞,タイ | テイ | とどこお.る,stagnate | be delayed | overdue | arrears
N1,振,シン | ふ.る | ぶ.る | ふ.り | ~ぶ.り | ふ.るう,shake | wave | wag | swing
N1,謝,シャ | あやま.る,apologize | thank | refuse
N1,傘,サン | かさ,umbrella
N1,翼,ヨク | つばさ,wing | plane | flank
N1,駆,ク | か.ける | か.る,drive | run | gallop | advance | inspire | impel
N1,伯,ハク,chief | count | earl | uncle | Brazil
N1,僕,ボク | しもべ,me | I (male) | servant | manservant
N1,阻,ソ | はば.む,thwart | separate from | prevent | obstruct | deter | impede
N1,棄,キ | す.てる,abandon | throw away | discard | resign | reject | sacrifice
N1,詐,サ | いつわ.る,lie | falsehood | deceive | pretend
N1,弧,コ,arc | arch | bow
N1,噴,フン | ふ.く,erupt | spout | emit | flush out
N1,卸,シャ | おろ.す | おろし | おろ.し,wholesale
N1,紛,フン | まぎ.れる | ~まぎ.れ | まぎ.らす | まぎ.らわす | まぎ.らわしい,distract | be mistaken for | go astray | divert
N1,桃,トウ | もも,peach
N1,漠,バク,vague | obscure | desert | wide
N1,怜,レイ | レン | リョウ | あわ.れむ | さと.い,wise
N1,赦,シャ,pardon | forgiveness
N1,救,キュウ | すく.う,salvation | save | help | rescue | reclaim
N1,之,シ | の | これ | ゆく | この,of | this
N1,荘,ソウ | ショウ | チャン | ほうき | おごそ.か,villa | inn | cottage | feudal manor | solemn | dignified
N1,浸,シン | ひた.す | ひた.る,immersed | soak | dip | steep | moisten | wet | dunk
N1,睡,スイ | ねむ.る | ねむ.い,drowsy | sleep | die
N1,騰,トウ | あが.る | のぼ.る,leaping up | jumping up | rising | advancing | going
N1,励,レイ | はげ.む | はげ.ます,encourage | be diligent | inspire
N1,葵,キ | あおい,hollyhock
N1,鏡,キョウ | ケイ | かがみ,mirror | speculum | barrel-head | round rice-cake offering
N1,舗,ホ,shop | store | pave
